,ID,title,difficulty,sport,length,time,climb,min,max,technique,fitness,region,lat,lon
849,63072,Route Tramelan – Le Bémont,2 - medium,Hiking,12.97,03:32,330,894,1051.0,3,3,berneroberland,47.22298,7.104423
850,174600,Wandern am Wasser - Bielersee,2 - medium,Hiking,14.25,03:30,30,429,457.0,2,3,berneroberland,47.046409999999995,7.1500580000000005
851,57019,Über Stock und Stein auf die Fritzeflue,2 - medium,Hiking,12.86,04:00,500,698,1023.0,3,3,berneroberland,47.089966,7.79149
852,133944,Schnitzlerweg,1 - easy,Thematic route,2.68,01:00,85,1515,1620.0,0,2,berneroberland,46.71888,8.037682
853,133092,Bikeroute Nr. 11 Adelboden - Tschentenalp,2 - medium,Mountainbike,16.89,01:30,829,1263,1940.0,4,3,berneroberland,46.487583,7.5600119999999995
854,131891,First - Bachalpsee - Faulhorn - Bussalp (Nr. 50),3 - difficult,Winter hiking,10.13,04:00,558,1797,2678.0,3,5,berneroberland,46.659943,8.054026
855,133919,Hoch über dem Thunersee: Thun - Interlaken,2 - medium,Hiking,28.48,08:00,691,557,795.0,1,4,berneroberland,46.754822,7.630093
856,1013215,Emmentaler Käseroute - 1-Tagestour,1 - easy,Cycling,34.78,02:45,521,533,853.0,1,2,berneroberland,47.060435999999996,7.623135
857,337168,Horneggli - Hornberg - Rinderberg,1 - easy,Hiking,5.81,02:30,345,1771,2078.0,2,2,berneroberland,46.493607,7.3137300000000005
858,131812,Grosse Scheidegg,2 - medium,Snowshoe,8.55,03:15,557,1442,2006.0,0,3,berneroberland,46.67712,8.135496
859,324667,Hüttentrekking Mürren-Kandersteg (Hintere Gasse) (11h),2 - medium,Hiking,27.25,11:07,2298,1582,2833.0,4,0,berneroberland,46.55814,7.890913
860,563583,WEN-DW - First - Bachalpsee - Fernandeshitta - Bussalp,1 - easy,Hiking,9.29,03:12,325,1796,2404.0,0,2,berneroberland,46.659915999999996,8.054024
861,131897,"Alpine Bike, Etappe 11: Meiringen - Grindelwald",2 - medium,Mountainbike,28.61,03:30,1426,595,2006.0,1,3,berneroberland,46.727207,8.184167
862,526953,Kleine Scheidegg - Wengen (Nr. 66),2 - medium,Winter hiking,6.9,02:30,0,1274,2062.0,1,3,berneroberland,46.58522,7.9613190000000005
863,286179,Schlittelspass Leiterli – Stoss,1 - easy,Sledge,2.52,00:09,2,1637,1962.0,2,2,berneroberland,46.428307000000004,7.409234
864,50390,"Silleren - Hahnenmoos, ein Wanderparadies",2 - medium,Hiking,14.11,04:45,650,1262,2078.0,3,4,berneroberland,46.471786,7.517799
865,58273,Die Aussicht lohnt den Aufstieg,3 - difficult,Hiking,9.98,05:40,1500,579,1735.0,5,4,berneroberland,46.736233,7.958583
866,50184,Auf dem Panorama-Höhenweg Stockhorn–Gantrisch,2 - medium,Hiking,11.26,04:00,800,1579,2142.0,4,4,berneroberland,46.693523,7.537675
867,309480,Aellfluh-Runde Nr. 3,2 - medium,Trailrunning,8.26,01:51,552,1039,1590.0,2,3,berneroberland,46.623833000000005,8.035588
868,49273,Zu den Steinböcken am Augstmatthorn,3 - difficult,Hiking,16.23,06:30,1113,1040,2135.0,4,5,berneroberland,46.727177000000005,7.8649
869,49422,Höhenwanderung über den Längenberg,2 - medium,Hiking,18.03,05:00,558,549,857.0,2,4,berneroberland,46.909046000000004,7.471961
870,1003289,"AlpnessTrail Etappe 12, Grubenberg – Jaunpass",2 - medium,long-distance walking trail,12.47,04:00,411,1210,1839.0,4,4,berneroberland,46.549240000000005,7.252086
871,167117,Das Drama in der Kirche von Kirchdorf,1 - easy,Hiking,6.95,01:50,10,546,646.0,2,1,berneroberland,46.838547,7.543927
872,49181,Zu James Bonds Piz Gloria,3 - difficult,Hiking,9.46,05:30,1443,1636,2934.0,5,5,berneroberland,46.563705,7.896921000000001
873,508316,Bütschelegg – immer eine Wanderung wert,1 - easy,Hiking,8.72,02:25,300,764,1055.0,2,2,berneroberland,46.858971000000004,7.466367
874,63186,Route Gurnigel – Wattenwil,2 - medium,Hiking,11.57,03:24,16,594,1596.0,3,3,berneroberland,46.733238,7.452674000000001
875,131462,Wengen - Allmend - Mettlenalp - Biglenalp - Wengernalp,2 - medium,Hiking,6.99,02:24,609,1275,1884.0,2,3,berneroberland,46.604881,7.921335000000001
876,49313,Auf der alten Poststrasse vom Langete-Tal ins Lueg-Gebiet,2 - medium,Hiking,12.7,03:30,539,556,815.0,2,3,berneroberland,47.146404,7.791067999999999
877,917866,Rund um Bern - am Gäbelbach & Wohlensee,1 - easy,Hiking,12.57,03:20,260,481,585.0,2,2,berneroberland,46.944365999999995,7.3756070000000005
878,49225,Wo die Eislawinen von der Jungfrau niederdonnern,2 - medium,Hiking,9.35,03:10,239,1206,1890.0,3,2,berneroberland,46.575817,7.939205
879,49191,Über Alpweiden am Fuss des Hohgant,2 - medium,Hiking,12.0,04:10,759,982,1455.0,2,4,berneroberland,46.785683,7.825922
880,133920,Rundwanderweg Spiez,2 - medium,Hiking,14.71,04:15,320,558,790.0,1,3,berneroberland,46.688755,7.688644999999999
881,908578,Lenk - Schadauli - Reka - Lenk,1 - easy,Winter hiking,5.34,01:20,62,1028,1088.0,1,2,berneroberland,46.457783,7.4437429999999996
882,340189,"Alpenblumenweg Leiterli, Betelberg",1 - easy,Thematic route,1.38,00:26,55,1946,2001.0,0,2,berneroberland,46.428638,7.40855
883,1000790,Gipfeltour: Suld-Rengglipass-Morgenberghorn-Brunni-Suld,3 - difficult,Hiking,9.38,07:00,1134,1084,2212.0,4,5,berneroberland,46.622406,7.765227
884,56854,Hügelwanderung über den Rämsigummen,2 - medium,Hiking,14.5,04:40,690,729,1300.0,3,4,berneroberland,46.875946,7.795192
885,162745,Montagne du Droit - Erlebnis Sonnen(energie)berg,2 - medium,Hiking,14.26,03:45,290,887,1290.0,2,3,berneroberland,47.158798,6.993710000000001
886,306710,First - Bachalpsee - First,1 - easy,Hiking,5.88,01:48,188,2164,2280.0,1,2,berneroberland,46.660103,8.054019
887,682833,Pure Natur,2 - medium,Cycling,31.53,02:50,617,416,903.0,2,3,berneroberland,47.150002,7.778036
888,270365,Von Grindelwald First zum Bachsee,1 - easy,Hiking,6.23,02:00,192,2164,2280.0,2,2,berneroberland,46.660137,8.054041999999999
889,303365,Best of Bernese Oberland  by Private Selection Tours,2 - medium,Cycling,142.27,14:00,2730,557,2062.0,3,4,berneroberland,46.503677,7.2879309999999995
890,991007,Grindelwald - Weidli - Abbachfall - Weidli Nr. 104,1 - easy,Hiking,2.79,00:55,230,1028,1257.0,2,2,berneroberland,46.624401,8.034355
891,131907,«Panoramaweg» Männlichen - Kleine Scheidegg Nr. 33,1 - easy,Hiking,4.63,01:14,0,2061,2222.0,2,2,berneroberland,46.613361,7.9422
892,597407,Von Turbach via Giferspitz nach Wasserngrat,3 - difficult,Hiking,10.5,05:15,1500,1330,2541.0,4,5,berneroberland,46.478722,7.332077000000001
893,911345,Lauenen - Tossenstand (1917 M.ü.M),2 - medium,Ski tour,3.39,01:45,680,1237,1917.0,3,3,berneroberland,46.418884000000006,7.324178
894,93350,Rüeggers Trail (Sigriswil),1 - easy,Snowshoe,4.98,02:45,260,1078,1326.0,2,2,berneroberland,46.740059,7.729217
895,518270,First - Schreckfeld - Bort (Nr. 53/55),2 - medium,Sledge,4.61,00:20,3,1560,2166.0,3,2,berneroberland,46.659977000000005,8.054030000000001
896,110613,Hinteres Lauterbrunnental,2 - medium,Hiking,15.87,07:15,1345,909,2146.0,4,4,berneroberland,46.544952,7.902825
897,131683,Burgenweg Zweisimmen (Rundwanderung),1 - easy,Thematic route,6.85,02:00,147,918,1007.0,2,2,berneroberland,46.553490000000004,7.375261
898,289450,Bussalp - Rasthysi - Bort (Nr. 56),2 - medium,Winter hiking,6.82,02:00,141,1552,1799.0,3,3,berneroberland,46.650504999999995,7.990595
899,917930,Lauenen - Arpelistock (3036 M.ü.M),3 - difficult,Ski tour,11.43,04:50,1822,1238,3036.0,5,5,berneroberland,46.417415999999996,7.325027
900,707149,Veloweg Zweisimmen - Spiez,1 - easy,Cycling,39.35,02:55,218,564,940.0,1,2,berneroberland,46.553387,7.3758289999999995
901,432085,Winterwanderweg Leiterli - Stoss,1 - easy,Winter hiking,2.97,01:00,7,1633,1942.0,2,2,berneroberland,46.428554999999996,7.409055
902,49854,Durch Felder und Wälder am Bucheggberg,2 - medium,Hiking,18.25,04:30,409,445,576.0,2,4,berneroberland,47.076176000000004,7.306619
903,49425,Auf dem alten Schwefelbergweg,2 - medium,Hiking,10.78,03:40,857,894,1586.0,2,3,berneroberland,46.775814000000004,7.384227
904,979140,SNOOC - Schlittenbahn Saanersloch,1 - easy,Sledge,4.11,00:12,0,1273,1940.0,2,2,berneroberland,46.497597,7.337413000000001
905,505584,Globi-Bergweg Engstligenalp,2 - medium,Thematic route,4.87,02:00,100,1937,2011.0,3,2,berneroberland,46.44873,7.565278999999999
906,49026,Schneezauber im Saanenland,2 - medium,Winter hiking,7.15,02:10,159,1052,1347.0,2,3,berneroberland,46.5173,7.31168
907,58127,Auf den Berg der Berge (Niesen),3 - difficult,Hiking,11.06,05:25,1780,669,2332.0,4,5,berneroberland,46.66,7.578927999999999
908,388152,Bütschelegg - Weitsichten im Süden von Bern,2 - medium,Hiking,11.95,03:15,370,742,1055.0,2,3,berneroberland,46.838207000000004,7.466716
909,159622,"Rund um den Thunersee, Därligen - Spiez",2 - medium,Hiking,16.54,05:15,500,558,1067.0,2,4,berneroberland,46.659733,7.814407000000001
910,109622,WEN-HDW - Rundweg Sud,2 - medium,Hiking,6.67,02:18,267,1222,1485.0,2,3,berneroberland,46.607426000000004,7.920086
911,133922,Hängebrückentour Sigriswil,1 - easy,Cycling,12.85,01:23,280,558,798.0,1,2,berneroberland,46.696606,7.737742
912,130679,Zu Gast im Berner Jura,2 - medium,Hiking,12.63,04:30,859,529,1293.0,2,4,berneroberland,47.280796,7.381175999999999
913,49183,Zur weiten Alpensicht,2 - medium,Hiking,12.51,03:45,659,677,1104.0,2,3,berneroberland,46.919666,7.725307000000001
914,709676,Golitschenpass,3 - difficult,Hiking,12.05,05:30,1008,1080,2179.0,5,5,berneroberland,46.495537,7.671748
915,58128,Der Talweg im Diemtigtal - Ein Erlebnis,2 - medium,Hiking,15.85,04:30,900,670,1227.0,2,4,berneroberland,46.659996,7.5789
916,1000662,Unesco-Themenweg: First - Grosse Scheidegg - Oberer Lauchbühl U1,0 - no rating,Thematic route,8.93,02:40,156,1756,2181.0,0,0,berneroberland,46.65984,8.054011000000001
917,358900,Panoramaweg Kleine Scheidegg,0 - no rating,Hiking,11.96,03:29,12,1282,2238.0,0,0,berneroberland,46.613201000000004,7.940842
918,156781,Drei-Seen-Weg: Biel - La Neuveville,2 - medium,Pilgrimage,15.99,04:25,192,432,531.0,0,3,berneroberland,47.141701,7.246413
919,183325,Eiger Ultra Trail E16 – Genuss Trail Nr. 11,1 - easy,Trailrunning,16.76,03:20,753,1034,1646.0,2,2,berneroberland,46.63063,8.031799000000001
920,132567,Winterwanderweg Wiriehorn,1 - easy,Winter hiking,6.26,02:15,5,984,1417.0,2,2,berneroberland,46.599983,7.535545
921,744926,Felsenburg-Blausee,1 - easy,Hiking,7.75,02:15,35,889,1206.0,2,2,berneroberland,46.495403,7.671763
922,315538,Wengen - In Gassen - Männlichen,2 - medium,Hiking,5.99,02:40,950,1275,2224.0,2,3,berneroberland,46.604893,7.921335000000001
923,508336,Heiteres Auf und Ab im Kiental,2 - medium,Hiking,8.71,03:00,540,1201,1511.0,3,2,berneroberland,46.579803000000005,7.708697
924,49122,Aus Berns Kornkammer ins Önz-Tal,2 - medium,Hiking,15.07,03:40,347,473,603.0,2,3,berneroberland,47.12941,7.554011
925,276266,Über die Falkenfluh,2 - medium,Hiking,13.26,04:00,420,605,1197.0,3,3,berneroberland,46.848763,7.6996009999999995
926,48960,Panoramaweg mit Gletschersicht,2 - medium,Hiking,5.59,01:35,181,1954,2163.0,3,2,berneroberland,46.660099,8.054001
927,944240,Feutersoey - Tuxberg - Schneeweid - Hindere Walig,1 - easy,Snowshoe,3.99,02:05,577,1130,1706.0,2,2,berneroberland,46.416309000000005,7.271291000000001
928,296988,Geopfad Wiriehorn,2 - medium,Thematic route,9.19,03:30,622,1410,2032.0,2,3,berneroberland,46.599861,7.535628
929,508350,Das Guggershorn – ein klassisches Ausflugsziel,2 - medium,Hiking,5.09,02:00,400,959,1295.0,3,2,berneroberland,46.783642,7.320042
930,48804,Blick über die Wipfel hinweg zu den Gipfeln,1 - easy,Hiking,8.93,02:30,340,531,782.0,2,2,berneroberland,47.18346,7.849872
931,49186,Höhenwanderung über den Churzenberg,2 - medium,Hiking,14.56,04:45,630,605,1190.0,2,4,berneroberland,46.839642,7.618225
932,1002736,Herzschlaufe Burgdorf West #899,2 - medium,Cycling,42.89,03:25,646,536,935.0,1,3,berneroberland,47.059428999999994,7.631869
933,573676,WEN-DW - Marmottenwandeling met GrindelwaldBus,1 - easy,Hiking,13.46,04:19,422,1560,2280.0,0,2,berneroberland,46.655739000000004,8.101881
934,48806,Höhenwanderung rund um den Liechtguetgraben,2 - medium,Hiking,7.97,02:35,430,747,1033.0,2,3,berneroberland,47.043274,7.792634
935,1042429,Aarwangen - Solothurn,1 - easy,Cycling,21.76,01:30,50,415,444.0,1,1,berneroberland,47.244488,7.7642240000000005
936,51346,Gletscherpracht und Eigernordwand zwischen First und Bort,2 - medium,Winter hiking,8.66,03:20,180,1560,2276.0,4,4,berneroberland,46.660145,8.053985
937,114230,Niederhorn - Wanderung mit traumhaften Aussichten,2 - medium,Hiking,5.09,02:10,5,1165,1940.0,3,2,berneroberland,46.710819,7.775335000000001
938,358910,Auf dem Eiger Trail nach Grindelwald,0 - no rating,Hiking,13.74,08:35,243,1003,2341.0,0,0,berneroberland,46.57478,7.974889
939,49855,Bellelay Trail (Sur Montbautier),2 - medium,Snowshoe,9.05,03:20,260,924,1159.0,3,3,berneroberland,47.262405,7.168171000000001
940,131885,Bussalp - Bort Nr. 13,2 - medium,Hiking,7.44,02:10,135,1543,1803.0,2,3,berneroberland,46.649479,7.9911
941,49037,Flussidyllen und Kulturschätze,1 - easy,Hiking,7.5,01:50,70,400,437.0,1,2,berneroberland,47.240086,7.769741000000001
942,49280,Der Suze entlang durch das Vallon de St-Imier,2 - medium,Hiking,16.26,04:00,213,650,809.0,2,3,berneroberland,47.151711,7.000692
943,131467,Grindelwald - Abbachfall - Bussalp,2 - medium,Hiking,5.66,02:27,774,1028,1801.0,2,3,berneroberland,46.624584000000006,8.033461
944,293157,Brienz-Planalp,1 - easy,Hiking,6.25,02:42,832,567,1398.0,1,2,berneroberland,46.755009,8.039231
945,131875,Leiterhorn Trail,1 - easy,Snowshoe,5.17,01:30,262,1275,1523.0,0,2,berneroberland,46.604927,7.9214
946,276172,Sherlock Holmes,1 - easy,Hiking,6.46,02:30,200,595,975.0,2,2,berneroberland,46.71452,8.182917
947,109937,Sommerwanderung am Brienzersee,2 - medium,Hiking,7.98,02:50,110,563,1062.0,3,2,berneroberland,46.730831,8.026155000000001
948,131611,Wispile - Chrine - Gsteig,1 - easy,Hiking,8.89,02:45,21,1171,1916.0,2,2,berneroberland,46.440025,7.292521000000001
949,219503,Walk to Grindelwald,3 - difficult,Hiking,27.76,08:00,1676,600,1962.0,2,5,berneroberland,46.727551,8.187203
950,49260,Durch den Forst ins wehrhafte Laupen,1 - easy,Hiking,12.92,03:15,307,489,686.0,1,2,berneroberland,46.925755,7.376784
951,563593,WEN-WEX - Schwarzwaldalp - Rosenlaui,1 - easy,Hiking,8.03,02:34,331,1302,1537.0,0,2,berneroberland,46.675262,8.134088
952,162747,Der Moron – ein Höhepunkt im dreifachen Sinn,2 - medium,Hiking,17.94,05:10,670,525,1329.0,2,4,berneroberland,47.235003999999996,7.227644000000001
953,97598,Schlittelweg Tschentenalp - Adelboden,2 - medium,Sledge,6.46,01:10,1,1350,1941.0,2,3,berneroberland,46.498515999999995,7.545399000000001
954,131619,Lauenensee Rundwanderung,1 - easy,Hiking,3.1,00:45,23,1377,1401.0,1,2,berneroberland,46.393661,7.34098
955,518298,WEN-WIW  - Hunnenfluh - Leiterhorn,0 - no rating,Winter hiking,4.14,01:30,271,1254,1525.0,0,0,berneroberland,46.607409999999994,7.920172999999999
956,532165,Sparenmoos - Site Alp - Sparenmoos,1 - easy,Winter hiking,2.95,01:00,116,1571,1660.0,0,2,berneroberland,46.550915,7.339257000000001
957,51214,Zum Alpengarten auf der Schynigen Platte,2 - medium,Hiking,7.37,04:10,1350,651,1975.0,3,4,berneroberland,46.632847,7.899425999999999
958,162912,Höhenwanderung im Angesicht des Wetterhorns,1 - easy,Hiking,5.4,01:40,74,1934,2166.0,2,1,berneroberland,46.660103,8.054019
959,940747,Wistätthore (2362 m ü. M.),2 - medium,Ski tour,15.17,04:05,1366,993,2359.0,1,4,berneroberland,46.505486,7.400726
960,593367,Grindelwald - Bort Nr. 15,1 - easy,Hiking,3.66,01:15,529,1034,1561.0,2,2,berneroberland,46.623829,8.035953
961,131469,First - Schwarzhorn - First,2 - medium,Hiking,8.26,05:45,935,2079,2927.0,4,4,berneroberland,46.660076000000004,8.053879
962,709666,Heuberg Oeschinensee,2 - medium,Hiking,8.1,03:00,453,1583,1987.0,4,4,berneroberland,46.502129,7.697344
963,761144,Tour de la Chia,1 - easy,Cycling,23.07,02:00,630,737,1350.0,1,2,freiburg-region,46.625851000000004,7.065857
964,795297,Entre le Lac Léman et La Gruyère,2 - medium,Racing,64.46,03:35,978,710,1260.0,0,3,freiburg-region,46.625862,7.065974000000001
965,183419,Übersicht der Etappen Familien-Routen,1 - easy,Long distance cycling,208.23,14:00,272,428,529.0,1,1,freiburg-region,46.848763,6.846503
966,823054,Tour du Moléson,2 - medium,Mountainbike,41.62,03:30,1026,685,1542.0,1,3,freiburg-region,46.625873999999996,7.066071000000001
967,114252,Rund um die Gastlosen – keine ungastliche Wanderung,2 - medium,Hiking,10.98,04:15,625,1477,1904.0,4,4,freiburg-region,46.594982,7.283009
968,793251,Charmey - Lac Noir - Jaun,2 - medium,Mountainbike,35.45,03:15,1131,855,1580.0,2,3,freiburg-region,46.618362,7.16857
969,247254,The Cheese Trail,2 - medium,Hiking,12.19,04:00,715,749,1233.0,2,4,freiburg-region,46.581882,7.0724979999999995
970,707091,3 parcs naturels - 3 cols,3 - difficult,Racing,145.32,07:00,3428,664,1853.0,1,5,freiburg-region,46.625858,7.065735000000001
971,823030,Circuit Gros Plané - Le Niremont - Les Alpettes,2 - medium,Mountainbike,36.79,03:30,1155,728,1513.0,2,3,freiburg-region,46.625851000000004,7.065853
972,707092,Le Cousimbert - La Berra - La Valsainte,2 - medium,Mountainbike,58.81,06:00,1611,674,1719.0,4,4,freiburg-region,46.6259,7.065805999999999
973,247240,Walk to Broc and Cailler Chocolate Factory,1 - easy,Hiking,7.43,02:00,90,687,813.0,1,1,freiburg-region,46.583427,7.081039
974,819426,Circuit autour de La Berra,2 - medium,Mountainbike,24.59,02:30,847,1009,1719.0,2,3,freiburg-region,46.686966,7.154736
975,276260,Bäumiges Freiburg 1,2 - medium,Hiking,16.67,05:00,310,737,920.0,2,4,freiburg-region,46.609829,6.911328999999999
976,156762,Gantrisch-Fribourg-Weg: Fribourg - Romont,3 - difficult,Pilgrimage,29.22,07:47,500,567,781.0,0,5,freiburg-region,46.802662,7.1510929999999995
977,893017,Circuit Gruyères - Moléson Village,2 - medium,Mountainbike,16.49,02:15,620,736,1230.0,1,3,freiburg-region,46.583073,7.080442999999999
978,761157,Le long de la Trême,1 - easy,Cycling,33.88,03:00,907,743,1470.0,1,2,freiburg-region,46.625858,7.065939999999999
979,769390,La Valsainte/Charmey depuis Bulle,2 - medium,Mountainbike,35.49,03:30,642,677,1019.0,2,3,freiburg-region,46.625854,7.06589
980,819437,Boucle La Berra - Lac Noir - Charmey,3 - difficult,Mountainbike,52.06,04:00,2095,855,1712.0,3,5,freiburg-region,46.686882000000004,7.154589
981,848062,Château de Gruyères - Chocolaterie Cailler - Maison du Gruyère,1 - easy,Cycling,14.4,01:30,232,678,808.0,0,1,freiburg-region,46.583267,7.080707
982,616598,Von Châtel-sur-Montsalvens via Gorges de la Jogne - Mont Bifé - Vanil des Cours - nach Corbières,2 - medium,Hiking,15.5,05:30,1140,718,1562.0,2,3,freiburg-region,46.613937,7.130127000000001
983,707086,La Route du Chocolat et du Fromage,1 - easy,Cycling,27.29,02:00,219,678,806.0,0,2,freiburg-region,46.625881,7.06573
984,616560,Von Jaun Dorf via Wolfs Ort nach SAC Grubenberghütte,2 - medium,Hiking,10.2,03:45,1100,1000,1915.0,3,3,freiburg-region,46.610725,7.27584
985,859951,Circuit Château de Gruyères - Grandvillard,1 - easy,Cycling,15.93,01:30,174,696,808.0,0,2,freiburg-region,46.583389000000004,7.080976
986,823040,"Open Bike Haute-Gruyère, grand parcours",2 - medium,Mountainbike,42.48,03:30,1239,697,1118.0,2,3,freiburg-region,46.543556,7.083674
987,859955,Charmey - Buvette Hauta Chia,2 - medium,Mountainbike,26.69,02:45,816,855,1474.0,1,3,freiburg-region,46.618332,7.1678869999999995
988,823067,Tour du lac de la Gruyère,1 - easy,Racing,47.5,03:00,758,659,953.0,0,2,freiburg-region,46.625865999999995,7.06602
989,910305,Schwarzsee - Patraflon - Pointe de Balachaux - Schopfenspitz - Combi - Stierenberg - Schwarzsee,2 - medium,Hiking,14.8,05:30,1300,1046,2104.0,3,4,freiburg-region,46.664627,7.273861
990,109935,Geschichte zweier Epochen am Mont Vully,1 - easy,Hiking,11.78,03:30,350,429,647.0,2,2,freiburg-region,46.964108,7.119211
991,716667,Wanderung von der Berg- zu Mittelstation,1 - easy,Hiking,2.62,01:02,56,1474,1824.0,3,3,freiburg-region,46.547943,7.0134479999999995
992,777470,Patraflon & Schopfenspitz,2 - medium,Hiking,15.54,04:38,1185,1059,2094.0,4,5,freiburg-region,46.663288,7.272835000000001
993,555309,Stadtwanderung Fribourg,1 - easy,Hiking,6.45,01:56,158,531,625.0,1,1,freiburg-region,46.803261,7.151497999999999
994,615619,Dent de Broc ⛰,3 - difficult,Hiking,10.55,03:34,1108,725,1814.0,5,6,freiburg-region,46.602345,7.105991
995,63229,Charmey - La Valsainte,1 - easy,Thematic route,5.22,02:00,196,880,1008.0,2,2,freiburg-region,46.618347,7.1670039999999995
996,75536,"Via Le Gruyère AOP, Etappe 3a",1 - easy,Thematic route,6.34,02:00,146,702,835.0,0,2,freiburg-region,46.583694,7.081772999999999
997,814906,Riggisalp-Brecca-Schwarzsee Gypsera,2 - medium,Hiking,10.4,03:17,148,1040,1509.0,4,4,freiburg-region,46.657005,7.293226
998,891224,GFW 39 - Buechechäppeli,0 - no rating,Hiking,8.08,02:20,250,801,1039.0,0,0,freiburg-region,46.754227,7.291022
999,131280,Jerusalemweg: Romont - Fribourg,3 - difficult,Pilgrimage,28.83,07:15,340,569,779.0,1,6,freiburg-region,46.694603,6.917935000000001
1000,114424,"Via Le Gruyère AOP, Etappe 6b",1 - easy,Thematic route,7.65,04:00,288,759,994.0,0,2,freiburg-region,46.525742,7.059444
1001,60581,Vanil Noir,3 - difficult,Hiking,22.36,08:00,942,929,1723.0,5,5,freiburg-region,46.598328,7.237651
1002,771105,Gruyères - Aérodrome - Gruyères,1 - easy,Hiking,5.81,01:40,127,689,808.0,0,1,freiburg-region,46.582439,7.080222
1003,555780,Kleinbösingen Rundgang,1 - easy,Hiking,6.58,01:25,81,490,565.0,3,3,freiburg-region,46.899615999999995,7.204424
1004,558481,Boucle Courtepin 3h,1 - easy,Hiking,16.26,03:00,231,461,593.0,1,2,freiburg-region,46.865578,7.118817
1005,75535,"Via Le Gruyère AOP, Etappe 4",1 - easy,Thematic route,3.15,02:00,123,764,882.0,0,2,freiburg-region,46.560051,7.102942999999999
1006,114432,"Via Le Gruyère AOP, Etappe 3b",2 - medium,Thematic route,10.16,04:00,372,735,952.0,0,4,freiburg-region,46.583694,7.081772999999999
1007,767150,Bulle - Mont de Riaz - Sorens - Gumefens - Bulle,2 - medium,Mountainbike,30.73,03:20,619,677,1116.0,0,3,freiburg-region,46.625572,7.065886999999999
1008,75539,"Via Le Gruyère AOP, Etappe 6a",1 - easy,Thematic route,3.38,02:00,92,774,882.0,0,2,freiburg-region,46.504871,7.062336
1009,769094,Stierenberglauf 2020,2 - medium,Trailrunning,9.91,01:23,570,1048,1513.0,5,5,freiburg-region,46.66943,7.288175999999999
1010,75540,"Via Le Gruyère AOP, Etappe 8",2 - medium,Thematic route,9.13,04:00,504,970,1512.0,0,4,freiburg-region,46.46907,7.007491
1011,75530,"Via Le Gruyère AOP, Etappe 1a",1 - easy,Thematic route,5.31,02:00,179,885,1022.0,0,2,freiburg-region,46.619389,7.163767
1012,114422,"Via Le Gruyère AOP, Etappe 2b",2 - medium,Thematic route,8.52,04:00,155,691,909.0,0,4,freiburg-region,46.618687,7.141257
1013,411429,Charmey - Gstaad-Schönried,2 - medium,Cycling,33.61,03:03,973,848,1634.0,2,4,freiburg-region,46.621189,7.16303
1014,558706,Boucle depuis Sodbach,1 - easy,Hiking,8.9,02:24,289,627,784.0,1,2,freiburg-region,46.825382,7.318217
1015,615229,Oleyres,1 - easy,Hiking,5.63,01:28,156,502,619.0,1,1,freiburg-region,46.859103999999995,7.058244
1016,75524,Via Le Gruyère AOP,1 - easy,Thematic route,91.09,08:00,2971,678,1512.0,2,2,freiburg-region,46.64925,7.1879919999999995
1017,722980,Rund um den Schwyberg,2 - medium,Mountainbike,34.2,03:21,1206,876,1545.0,4,5,freiburg-region,46.700123,7.304003999999999
1018,802923,Bulle - Charmey par Motélon,0 - no rating,Mountainbike,16.72,01:45,279,678,898.0,0,0,freiburg-region,46.625854,7.065902
1019,185708,Murten - Estavayer-le-Lac,1 - easy,Long distance cycling,33.57,02:18,120,432,498.0,1,1,freiburg-region,46.848763,6.8464979999999995
1020,904271,Neyruz torny,1 - easy,Hiking,21.53,04:29,341,589,749.0,3,4,freiburg-region,46.759964000000004,7.048350999999999
1021,750936,Rigisalp - Kaiseregg - Brecaschlund,2 - medium,Hiking,17.88,05:39,929,1045,2177.0,5,6,freiburg-region,46.658764,7.293772
1022,97276,Lac de Gruyere - Aigle (day 15),0 - no rating,Long distance cycling,74.8,07:19,1497,402,1445.0,0,0,freiburg-region,46.674603000000005,7.0863309999999995
1023,844589,Bulle - Lessoc,2 - medium,Mountainbike,36.12,03:25,416,683,860.0,0,3,freiburg-region,46.625851000000004,7.065878
1024,808124,Bezint eer ge begint,3 - difficult,Mountainbike,35.34,04:24,930,843,1536.0,4,5,freiburg-region,46.668465000000005,7.280342
1025,348118,Glacier 3000 (Scex Rouge) - Quille du Diable - Glacier 3000 (Scex Rouge),2 - medium,Hiking,5.0,01:30,132,2822,2923.0,3,3,genferseegebiet-waadtland,46.326454,7.2050160000000005
1026,167065,LEY-WIW- Le Flot de Crête,1 - easy,Winter hiking,4.58,01:22,108,1142,1386.0,0,2,genferseegebiet-waadtland,46.354065000000006,7.021116999999999
1027,1002834,Le Chenit – Col du Marchairuz – Le Chenit,3 - difficult,Mountainbike,50.48,05:45,1028,1005,1484.0,3,5,genferseegebiet-waadtland,46.624481,6.250556
1028,156804,Via Francigena: Lausanne - Vevey,2 - medium,Pilgrimage,23.43,06:31,229,372,527.0,0,4,genferseegebiet-waadtland,46.522827,6.635526
1029,156775,Drei-Seen-Weg: Avenches - Payerne,1 - easy,Pilgrimage,12.8,03:20,147,447,578.0,0,2,genferseegebiet-waadtland,46.880660999999996,7.042317
1030,114360,Swiss fine wine trail - La Côte,1 - easy,Hiking,7.28,01:56,95,396,552.0,1,1,genferseegebiet-waadtland,46.493922999999995,6.393186
